,sentiment
217444,"[{'confidence': 0.7369183264719, 'value': 'negative'}]"
217446,"[{'confidence': 0.61484604336566, 'value': 'neutral'}]"
217466,"[{'confidence': 0.79169278836757, 'value': 'negative'}]"
217467,
217473,"[{'confidence': 0.71196698640936, 'value': 'negative'}]"
217474,"[{'confidence': 0.60227304405821, 'value': 'negative'}]"
217475,"[{'confidence': 0.56118215205522, 'value': 'neutral'}]"
217497,"[{'confidence': 0.7975121785067, 'value': 'negative'}]"
217507,
217513,"[{'confidence': 0.64749329228734, 'value': 'negative'}]"
217525,
217531,"[{'confidence': 0.65103477837058, 'value': 'negative'}]"
217532,"[{'confidence': 0.5356484051535, 'value': 'neutral'}]"
217535,"[{'confidence': 0.59552574050934, 'value': 'neutral'}]"
217543,"[{'confidence': 0.58754098694652, 'value': 'neutral'}]"
217545,
217549,"[{'confidence': 0.52775580539216, 'value': 'negative'}]"
217554,
217555,"[{'confidence': 0.70722806847052, 'value': 'negative'}]"
217557,
217564,"[{'confidence': 0.77831827915266, 'value': 'negative'}]"
217566,"[{'confidence': 0.56845897563488, 'value': 'neutral'}]"
217569,"[{'confidence': 0.56739111323308, 'value': 'negative'}]"
217582,
217585,
217598,
217604,"[{'confidence': 0.53546578116509, 'value': 'negative'}]"
217612,
217635,"[{'confidence': 0.61016498811948, 'value': 'neutral'}]"
217640,
217641,
217644,
217656,
217661,
217663,"[{'confidence': 0.83034044014627, 'value': 'negative'}]"
217678,
217681,"[{'confidence': 0.59656853396862, 'value': 'neutral'}]"
217690,"[{'confidence': 0.87121265698536, 'value': 'negative'}]"
217694,"[{'confidence': 0.52309281400577, 'value': 'neutral'}]"
217701,"[{'confidence': 0.85634714717864, 'value': 'negative'}]"
217715,"[{'confidence': 0.56336851657284, 'value': 'neutral'}]"
217721,
217727,"[{'confidence': 0.56536221873562, 'value': 'negative'}]"
217733,"[{'confidence': 0.75104671385515, 'value': 'negative'}]"
217735,"[{'confidence': 0.81287258611514, 'value': 'negative'}]"
217737,"[{'confidence': 0.67492669510112, 'value': 'negative'}]"
217739,"[{'confidence': 0.82951450556291, 'value': 'negative'}]"
217740,"[{'confidence': 0.57924848769974, 'value': 'negative'}]"
217743,"[{'confidence': 0.56121135384682, 'value': 'negative'}]"
217744,
217751,"[{'confidence': 0.62164402157969, 'value': 'negative'}]"
217755,"[{'confidence': 0.52221434258449, 'value': 'neutral'}]"
217766,
217768,"[{'confidence': 0.80804830452366, 'value': 'negative'}]"
217769,"[{'confidence': 0.86245303776568, 'value': 'negative'}]"
217775,"[{'confidence': 0.65715318428063, 'value': 'negative'}]"
217785,"[{'confidence': 0.52227062214882, 'value': 'neutral'}]"
217787,"[{'confidence': 0.52252638456023, 'value': 'neutral'}]"
217795,"[{'confidence': 0.56269310315977, 'value': 'negative'}]"
217798,
217800,"[{'confidence': 0.50382436031068, 'value': 'negative'}]"
217804,"[{'confidence': 0.61833070400422, 'value': 'negative'}]"
217806,"[{'confidence': 0.56317352128606, 'value': 'neutral'}]"
217810,"[{'confidence': 0.55141084964424, 'value': 'neutral'}]"
217812,
217815,
217816,
217824,"[{'confidence': 0.73581784867966, 'value': 'neutral'}]"
217831,"[{'confidence': 0.57469552245734, 'value': 'negative'}]"
217837,
217840,"[{'confidence': 0.51782690413194, 'value': 'negative'}]"
217841,"[{'confidence': 0.84977179888826, 'value': 'negative'}]"
217842,"[{'confidence': 0.7693315047255, 'value': 'negative'}]"
217845,"[{'confidence': 0.61214701952581, 'value': 'neutral'}]"
217847,"[{'confidence': 0.58979225328568, 'value': 'negative'}]"
217848,"[{'confidence': 0.70255542813055, 'value': 'neutral'}]"
217849,
217853,"[{'confidence': 0.59953861681706, 'value': 'neutral'}]"
217856,"[{'confidence': 0.56394809238291, 'value': 'neutral'}]"
217863,"[{'confidence': 0.64815002519394, 'value': 'neutral'}]"
217867,
217869,"[{'confidence': 0.71116579010616, 'value': 'neutral'}]"
217875,"[{'confidence': 0.5767202345819, 'value': 'negative'}]"
217876,"[{'confidence': 0.51408249144645, 'value': 'negative'}]"
217885,"[{'confidence': 0.66943424416683, 'value': 'neutral'}]"
217891,"[{'confidence': 0.5644072773789, 'value': 'negative'}]"
217893,"[{'confidence': 0.53022993081963, 'value': 'negative'}]"
217895,"[{'confidence': 0.59628726337838, 'value': 'negative'}]"
217898,
217899,"[{'confidence': 0.68364543198931, 'value': 'negative'}]"
217904,"[{'confidence': 0.52199989460315, 'value': 'neutral'}]"
217910,"[{'confidence': 0.73083394292157, 'value': 'neutral'}]"
217921,"[{'confidence': 0.52761376606466, 'value': 'negative'}]"
217927,
217930,"[{'confidence': 0.52036361692323, 'value': 'negative'}]"
217933,"[{'confidence': 0.50514637264244, 'value': 'negative'}]"
217935,"[{'confidence': 0.79078637876401, 'value': 'negative'}]"
217960,"[{'confidence': 0.59848763518497, 'value': 'negative'}]"
217970,"[{'confidence': 0.88024354701328, 'value': 'positive'}]"
217973,"[{'confidence': 0.67784149074104, 'value': 'negative'}]"
217974,"[{'confidence': 0.57168124712893, 'value': 'negative'}]"
217975,"[{'confidence': 0.58986548435884, 'value': 'neutral'}]"
217985,"[{'confidence': 0.71769321356131, 'value': 'neutral'}]"
217996,"[{'confidence': 0.71048922683058, 'value': 'negative'}]"
218000,"[{'confidence': 0.51679574856669, 'value': 'neutral'}]"
218003,"[{'confidence': 0.67683809056973, 'value': 'neutral'}]"
218006,"[{'confidence': 0.66230708346325, 'value': 'neutral'}]"
218013,"[{'confidence': 0.5799685236653, 'value': 'neutral'}]"
218021,"[{'confidence': 0.54780995665873, 'value': 'neutral'}]"
218051,"[{'confidence': 0.59824985292335, 'value': 'negative'}]"
218067,"[{'confidence': 0.51080400155082, 'value': 'negative'}]"
218068,"[{'confidence': 0.70546090471607, 'value': 'negative'}]"
218094,
218105,"[{'confidence': 0.56371425518066, 'value': 'neutral'}]"
218117,"[{'confidence': 0.54382484615175, 'value': 'neutral'}]"
218120,"[{'confidence': 0.77673835619301, 'value': 'negative'}]"
218124,"[{'confidence': 0.54780995665873, 'value': 'neutral'}]"
218133,"[{'confidence': 0.62243818239721, 'value': 'neutral'}]"
218144,"[{'confidence': 0.6819079499824, 'value': 'negative'}]"
218146,
218151,"[{'confidence': 0.58672236591011, 'value': 'negative'}]"
218157,"[{'confidence': 0.85250711918819, 'value': 'negative'}]"
218158,"[{'confidence': 0.62895339493796, 'value': 'neutral'}]"
218160,"[{'confidence': 0.90802800654543, 'value': 'positive'}]"
218186,
218188,"[{'confidence': 0.65930325439971, 'value': 'negative'}]"
218189,"[{'confidence': 0.54080390729948, 'value': 'neutral'}]"
218192,"[{'confidence': 0.5279643101022, 'value': 'negative'}]"
218201,"[{'confidence': 0.87583434189844, 'value': 'negative'}]"
218202,
218204,"[{'confidence': 0.76139427139155, 'value': 'negative'}]"
218209,"[{'confidence': 0.55636961701455, 'value': 'neutral'}]"
218215,
218226,
218228,"[{'confidence': 0.69613211450184, 'value': 'negative'}]"
218234,"[{'confidence': 0.52551359866523, 'value': 'negative'}]"
218242,"[{'confidence': 0.71544020441826, 'value': 'neutral'}]"
218247,"[{'confidence': 0.59194611162414, 'value': 'negative'}]"
218249,"[{'confidence': 0.68099981697201, 'value': 'negative'}]"
218256,
218259,"[{'confidence': 0.84082454393464, 'value': 'negative'}]"
218263,"[{'confidence': 0.84165239620343, 'value': 'negative'}]"
218279,"[{'confidence': 0.52554498529996, 'value': 'neutral'}]"
218286,
218290,"[{'confidence': 0.56561511298155, 'value': 'negative'}]"
218296,"[{'confidence': 0.62044161606373, 'value': 'neutral'}]"
218298,"[{'confidence': 0.54766558846223, 'value': 'negative'}]"
218299,"[{'confidence': 0.60322750892589, 'value': 'neutral'}]"
218303,"[{'confidence': 0.55830304263187, 'value': 'negative'}]"
218314,"[{'confidence': 0.50282198731118, 'value': 'negative'}]"
218321,
218339,"[{'confidence': 0.59208838871834, 'value': 'negative'}]"
218343,"[{'confidence': 0.61947929865726, 'value': 'negative'}]"
218344,"[{'confidence': 0.53389859756096, 'value': 'neutral'}]"
218345,"[{'confidence': 0.60915386865208, 'value': 'neutral'}]"
218346,"[{'confidence': 0.50377685466013, 'value': 'negative'}]"
218350,
218362,"[{'confidence': 0.66842287025652, 'value': 'negative'}]"
218367,
218371,"[{'confidence': 0.64670831139992, 'value': 'negative'}]"
218375,
218382,"[{'confidence': 0.69815557852094, 'value': 'neutral'}]"
218386,"[{'confidence': 0.58467518912907, 'value': 'neutral'}]"
218387,
218393,
218399,
218400,"[{'confidence': 0.51774348305807, 'value': 'neutral'}]"
218403,"[{'confidence': 0.61964160020715, 'value': 'neutral'}]"
218407,"[{'confidence': 0.54099647779603, 'value': 'negative'}]"
218409,"[{'confidence': 0.61605029119732, 'value': 'neutral'}]"
218410,"[{'confidence': 0.55880725722691, 'value': 'neutral'}]"
218411,"[{'confidence': 0.52554498529996, 'value': 'neutral'}]"
218425,"[{'confidence': 0.62877386918439, 'value': 'negative'}]"
218427,"[{'confidence': 0.8857102371531, 'value': 'negative'}]"
218430,"[{'confidence': 0.56475173474565, 'value': 'neutral'}]"
218437,"[{'confidence': 0.73039608908107, 'value': 'negative'}]"
218442,
218443,"[{'confidence': 0.58361648441926, 'value': 'negative'}]"
218444,"[{'confidence': 0.52384613594086, 'value': 'negative'}]"
218447,"[{'confidence': 0.58606873052675, 'value': 'negative'}]"
218456,
218481,"[{'confidence': 0.69193381350441, 'value': 'negative'}]"
218484,"[{'confidence': 0.53997444314356, 'value': 'negative'}]"
218522,"[{'confidence': 0.70595281520585, 'value': 'neutral'}]"
218524,"[{'confidence': 0.67767525483575, 'value': 'negative'}]"
218528,"[{'confidence': 0.89847469483381, 'value': 'negative'}]"
218536,"[{'confidence': 0.6362478098779, 'value': 'neutral'}]"
218540,"[{'confidence': 0.5578520824068, 'value': 'negative'}]"
218573,"[{'confidence': 0.56780250311357, 'value': 'neutral'}]"
218578,"[{'confidence': 0.55896698955308, 'value': 'negative'}]"
218579,"[{'confidence': 0.68581621974265, 'value': 'negative'}]"
218585,"[{'confidence': 0.76962416579678, 'value': 'negative'}]"
218588,"[{'confidence': 0.74395639814256, 'value': 'negative'}]"
218593,
218596,
218600,
218608,"[{'confidence': 0.59913651533665, 'value': 'negative'}]"
218612,"[{'confidence': 0.52834714486577, 'value': 'positive'}]"
218616,
218617,"[{'confidence': 0.63150656571454, 'value': 'negative'}]"
218633,
218649,"[{'confidence': 0.54128605898708, 'value': 'neutral'}]"
218664,"[{'confidence': 0.54780995665873, 'value': 'neutral'}]"
218691,"[{'confidence': 0.51046561182198, 'value': 'neutral'}]"
218693,"[{'confidence': 0.71812122657348, 'value': 'negative'}]"
218694,"[{'confidence': 0.72140449335141, 'value': 'negative'}]"
218720,"[{'confidence': 0.78958904360403, 'value': 'negative'}]"
218734,"[{'confidence': 0.55146025042868, 'value': 'negative'}]"
218735,"[{'confidence': 0.86681872122475, 'value': 'neutral'}]"
218743,"[{'confidence': 0.50827296001226, 'value': 'neutral'}]"
218749,"[{'confidence': 0.68270629629043, 'value': 'neutral'}]"
218762,"[{'confidence': 0.61428225756374, 'value': 'positive'}]"
218765,"[{'confidence': 0.50386123883436, 'value': 'negative'}]"
218778,"[{'confidence': 0.84658575111211, 'value': 'negative'}]"
218783,"[{'confidence': 0.60389714970809, 'value': 'neutral'}]"
218805,"[{'confidence': 0.68459844787308, 'value': 'negative'}]"
218810,"[{'confidence': 0.50543212829347, 'value': 'negative'}]"
218827,
218829,
218834,"[{'confidence': 0.66827398070119, 'value': 'negative'}]"
218844,"[{'confidence': 0.68675678856308, 'value': 'negative'}]"
218851,
218867,"[{'confidence': 0.57296143964831, 'value': 'negative'}]"
218875,
218898,"[{'confidence': 0.77920680982482, 'value': 'negative'}]"
218900,"[{'confidence': 0.56839805763324, 'value': 'neutral'}]"
218912,"[{'confidence': 0.52144795100046, 'value': 'neutral'}]"
218913,"[{'confidence': 0.86516159550984, 'value': 'negative'}]"
218915,
218919,"[{'confidence': 0.55639326217513, 'value': 'neutral'}]"
218927,"[{'confidence': 0.83286589782033, 'value': 'negative'}]"
218928,"[{'confidence': 0.53961061795919, 'value': 'negative'}]"
218937,"[{'confidence': 0.79022121378035, 'value': 'negative'}]"
218940,
218942,"[{'confidence': 0.57728027215835, 'value': 'neutral'}]"
218943,"[{'confidence': 0.72052352949679, 'value': 'negative'}]"
218948,"[{'confidence': 0.64856582760537, 'value': 'neutral'}]"
218958,"[{'confidence': 0.70864206326981, 'value': 'negative'}]"
218976,"[{'confidence': 0.5747412540643, 'value': 'negative'}]"
218980,
218981,"[{'confidence': 0.59822307401176, 'value': 'negative'}]"
218982,
218991,"[{'confidence': 0.54290770694545, 'value': 'negative'}]"
219010,"[{'confidence': 0.51538438725093, 'value': 'neutral'}]"
219022,"[{'confidence': 0.9528976091759, 'value': 'positive'}]"
219038,"[{'confidence': 0.61095184017672, 'value': 'negative'}]"
219043,"[{'confidence': 0.53332091214338, 'value': 'negative'}]"
219048,"[{'confidence': 0.51733397969943, 'value': 'negative'}]"
219049,"[{'confidence': 0.58561056144774, 'value': 'negative'}]"
219057,"[{'confidence': 0.52587378051694, 'value': 'neutral'}]"
219058,"[{'confidence': 0.52554498529996, 'value': 'neutral'}]"
219063,
219064,"[{'confidence': 0.53093893824182, 'value': 'neutral'}]"
219079,"[{'confidence': 0.53807581722525, 'value': 'negative'}]"
219099,"[{'confidence': 0.79523897642586, 'value': 'negative'}]"
219125,"[{'confidence': 0.52632684119289, 'value': 'neutral'}]"
219171,"[{'confidence': 0.84827178478336, 'value': 'negative'}]"
219190,"[{'confidence': 0.53089093278272, 'value': 'neutral'}]"
219194,"[{'confidence': 0.65264349054205, 'value': 'negative'}]"
219195,"[{'confidence': 0.5416488507299, 'value': 'neutral'}]"
219198,"[{'confidence': 0.57368569676514, 'value': 'negative'}]"
219200,
219202,
219211,"[{'confidence': 0.64560061606, 'value': 'neutral'}]"
219215,"[{'confidence': 0.62517768094252, 'value': 'negative'}]"
219217,"[{'confidence': 0.56871694999122, 'value': 'negative'}]"
219220,"[{'confidence': 0.50400244125821, 'value': 'negative'}]"
219239,"[{'confidence': 0.50219213194224, 'value': 'neutral'}]"
219244,
219245,"[{'confidence': 0.64923870156047, 'value': 'negative'}]"
219251,"[{'confidence': 0.57246154821312, 'value': 'negative'}]"
219256,"[{'confidence': 0.61508822227031, 'value': 'negative'}]"
219258,"[{'confidence': 0.56498974033518, 'value': 'negative'}]"
219259,"[{'confidence': 0.54776258062952, 'value': 'negative'}]"
219263,
219265,"[{'confidence': 0.56213683010496, 'value': 'neutral'}]"
219267,"[{'confidence': 0.6018645885073, 'value': 'negative'}]"
219268,"[{'confidence': 0.56861943331244, 'value': 'neutral'}]"
219270,"[{'confidence': 0.61257070492088, 'value': 'neutral'}]"
219271,"[{'confidence': 0.58045601048287, 'value': 'positive'}]"
219277,"[{'confidence': 0.70475792684024, 'value': 'negative'}]"
219279,"[{'confidence': 0.82510012622361, 'value': 'negative'}]"
219280,
219281,"[{'confidence': 0.69590132883471, 'value': 'negative'}]"
219283,"[{'confidence': 0.63197790929688, 'value': 'negative'}]"
219286,"[{'confidence': 0.63556843517687, 'value': 'negative'}]"
219289,
219306,"[{'confidence': 0.56467229842219, 'value': 'negative'}]"
219313,"[{'confidence': 0.57079898091193, 'value': 'negative'}]"
219327,"[{'confidence': 0.60790599436667, 'value': 'negative'}]"
219330,
219337,"[{'confidence': 0.50846303877283, 'value': 'neutral'}]"
219343,"[{'confidence': 0.59286392662885, 'value': 'negative'}]"
219353,"[{'confidence': 0.65100699480061, 'value': 'negative'}]"
219365,"[{'confidence': 0.576815186713, 'value': 'negative'}]"
219369,"[{'confidence': 0.75626791619125, 'value': 'negative'}]"
219377,
219382,"[{'confidence': 0.51832425271619, 'value': 'neutral'}]"
219385,"[{'confidence': 0.79593175553614, 'value': 'neutral'}]"
219391,"[{'confidence': 0.53488783471295, 'value': 'neutral'}]"
219398,"[{'confidence': 0.59786611261962, 'value': 'negative'}]"
219400,
219416,"[{'confidence': 0.73874264807539, 'value': 'negative'}]"
219420,
219426,"[{'confidence': 0.67555922660079, 'value': 'neutral'}]"
219430,"[{'confidence': 0.5384482678036, 'value': 'negative'}]"
219431,
219440,
219449,"[{'confidence': 0.71773845256242, 'value': 'negative'}]"
219455,"[{'confidence': 0.79402797784235, 'value': 'positive'}]"
219457,"[{'confidence': 0.6580100634808, 'value': 'positive'}]"
219459,"[{'confidence': 0.61808555375834, 'value': 'negative'}]"
219465,"[{'confidence': 0.82150637877571, 'value': 'negative'}]"
219480,"[{'confidence': 0.60929269148118, 'value': 'negative'}]"
219481,"[{'confidence': 0.57570705705756, 'value': 'negative'}]"
219509,"[{'confidence': 0.52501489056467, 'value': 'negative'}]"
219531,"[{'confidence': 0.84021550418958, 'value': 'neutral'}]"
219538,"[{'confidence': 0.64029914668921, 'value': 'negative'}]"
219539,"[{'confidence': 0.57828636026825, 'value': 'neutral'}]"
219540,"[{'confidence': 0.74256957104804, 'value': 'negative'}]"
219541,"[{'confidence': 0.56027387614227, 'value': 'neutral'}]"
219545,"[{'confidence': 0.81218355407952, 'value': 'negative'}]"
219552,"[{'confidence': 0.58659165745999, 'value': 'neutral'}]"
219560,"[{'confidence': 0.54092402610415, 'value': 'negative'}]"
219564,"[{'confidence': 0.57846741744696, 'value': 'negative'}]"
219565,"[{'confidence': 0.52554498529996, 'value': 'neutral'}]"
219573,
219576,"[{'confidence': 0.79540091109478, 'value': 'negative'}]"
219578,"[{'confidence': 0.53052472159061, 'value': 'negative'}]"
219581,
219610,
219615,
219621,"[{'confidence': 0.69978005190097, 'value': 'neutral'}]"
219622,"[{'confidence': 0.52915007460939, 'value': 'negative'}]"
219629,"[{'confidence': 0.56556589372286, 'value': 'neutral'}]"
219636,"[{'confidence': 0.84810411600396, 'value': 'negative'}]"
219645,"[{'confidence': 0.5271275804171, 'value': 'neutral'}]"
219654,"[{'confidence': 0.52020282335206, 'value': 'negative'}]"
219658,
219662,"[{'confidence': 0.7855219186735, 'value': 'positive'}]"
219675,"[{'confidence': 0.66887641586542, 'value': 'negative'}]"
219690,"[{'confidence': 0.64227442978472, 'value': 'neutral'}]"
219696,"[{'confidence': 0.52139197762831, 'value': 'neutral'}]"
219698,"[{'confidence': 0.84282910570224, 'value': 'negative'}]"
219699,"[{'confidence': 0.53957395304379, 'value': 'neutral'}]"
